series,config,market_title,cum_trades,trade_progress,yes_price,truth,tick,ts,volume,slug,real_cum_trades
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,0.0,0.0,0.275,0.0,0.0,,,,
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,3.0,0.05555555555555555,0.275,0.0,0.0,,,,
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,6.0,0.1111111111111111,0.27,0.0,1.0,,,,
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,6.0,0.1111111111111111,0.27,0.0,2.0,,,,
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,7.0,0.12962962962962962,0.28500000000000003,0.0,3.0,,,,
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,9.0,0.16666666666666666,0.28500000000000003,0.0,4.0,,,,
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,11.0,0.2037037037037037,0.29,0.0,5.0,,,,
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,11.0,0.2037037037037037,0.29,0.0,6.0,,,,
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,15.0,0.2777777777777778,0.29,0.0,7.0,,,,
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,16.0,0.2962962962962963,0.29,0.0,8.0,,,,
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,17.0,0.3148148148148148,0.29,0.0,9.0,,,,
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,19.0,0.35185185185185186,0.3,0.0,10.0,,,,
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,22.0,0.4074074074074074,0.31,0.0,11.0,,,,
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,30.0,0.5555555555555556,0.32,0.0,12.0,,,,
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,34.0,0.6296296296296297,0.32,0.0,13.0,,,,
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,38.0,0.7037037037037037,0.33,0.0,14.0,,,,
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,41.0,0.7592592592592593,0.33,0.0,15.0,,,,
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,43.0,0.7962962962962963,0.35000000000000003,0.0,16.0,,,,
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,44.0,0.8148148148148148,0.375,0.0,17.0,,,,
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,50.0,0.9259259259259259,0.395,0.0,18.0,,,,
模拟市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,54.0,1.0,0.395,0.0,19.0,,,,
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,0.0,0.0,0.2715789757160102,0.0,,2026-02-12 13:36:13+00:00,1260.8844090000002,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,38.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,0.6835443037974683,0.012658227848101266,0.27270271654103445,0.0,,2026-02-12 16:33:01+00:00,110.55937800000001,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,75.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,1.3670886075949367,0.02531645569620253,0.2721052767292037,0.0,,2026-02-12 18:34:33+00:00,104.361256,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,113.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,2.0506329113924053,0.0379746835443038,0.2724324458197609,0.0,,2026-02-12 21:34:01+00:00,563.204439,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,150.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,2.7341772151898733,0.05063291139240506,0.2678768236679586,0.0,,2026-02-13 00:16:01+00:00,1320.4877210000002,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,188.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,3.417721518987342,0.06329113924050633,0.26405405004359883,0.0,,2026-02-13 01:11:15+00:00,90.354754,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,225.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,4.101265822784811,0.0759493670886076,0.2634210502820385,0.0,,2026-02-13 02:10:45+00:00,126.63016800000001,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,263.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,4.784810126582278,0.08860759493670886,0.2632432441648594,0.0,,2026-02-13 03:59:53+00:00,79.202223,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,300.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,5.468354430379747,0.10126582278481013,0.2644736613821598,0.0,,2026-02-13 04:20:25+00:00,27.856846,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,338.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,6.151898734177215,0.11392405063291139,0.2649701707167156,0.0,,2026-02-13 04:24:43+00:00,107.287542,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,375.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,6.835443037974684,0.12658227848101267,0.2676318914938464,0.0,,2026-02-13 04:36:29+00:00,71.79770500000001,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,413.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,7.518987341772151,0.13924050632911392,0.26898432243619746,0.0,,2026-02-13 04:41:15+00:00,95.955871,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,450.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,8.202531645569621,0.1518987341772152,0.27,0.0,,2026-02-13 04:48:29+00:00,106.01010000000001,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,488.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,8.886075949367088,0.16455696202531644,0.2635135090225188,0.0,,2026-02-13 06:02:37+00:00,152.984374,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,525.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,9.569620253164556,0.17721518987341772,0.26477706325671274,0.0,,2026-02-13 07:02:53+00:00,141.043785,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,563.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,10.253164556962027,0.189873417721519,0.27092895872718314,0.0,,2026-02-13 07:52:29+00:00,6717.191899000001,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,600.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,10.936708860759493,0.20253164556962025,0.27921053863068845,0.0,,2026-02-13 08:38:13+00:00,708.46921,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,638.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,11.620253164556962,0.21518987341772153,0.2808108474287099,0.0,,2026-02-13 10:32:01+00:00,260.948411,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,675.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,12.30379746835443,0.22784810126582278,0.2815789718457186,0.0,,2026-02-13 11:49:21+00:00,112.59012100000001,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,713.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,12.987341772151899,0.24050632911392406,0.2810811058601199,0.0,,2026-02-13 13:10:53+00:00,238.221154,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,750.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,13.670886075949369,0.25316455696202533,0.2813158319224877,0.0,,2026-02-13 14:28:07+00:00,213.605679,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,788.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,14.354430379746834,0.26582278481012656,0.28162163779819954,0.0,,2026-02-13 15:39:57+00:00,534.065087,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,825.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,15.037974683544302,0.27848101265822783,0.286460232996578,0.0,,2026-02-13 17:33:15+00:00,16814.533456,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,863.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,15.721518987341772,0.2911392405063291,0.2737837761451818,0.0,,2026-02-13 19:35:15+00:00,78.935001,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,900.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,16.405063291139243,0.3037974683544304,0.27552631553835527,0.0,,2026-02-13 20:52:03+00:00,150.06710300000003,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,938.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,17.08860759493671,0.31645569620253167,0.2729729996577839,0.0,,2026-02-13 22:04:03+00:00,56.262040999999996,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,975.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,17.772151898734176,0.3291139240506329,0.2728947998386148,0.0,,2026-02-13 22:28:39+00:00,71.193626,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,1013.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,18.455696202531644,0.34177215189873417,0.2721622193932175,0.0,,2026-02-13 23:58:39+00:00,67.102027,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,1050.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,19.139240506329113,0.35443037974683544,0.27342106637809066,0.0,,2026-02-14 00:55:25+00:00,106.63039,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,1088.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,19.82278481012658,0.3670886075949367,0.2677442778873424,0.0,,2026-02-14 01:36:33+00:00,1303.2387180000003,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,1125.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,20.506329113924053,0.379746835443038,0.26289474400718743,0.0,,2026-02-14 02:47:23+00:00,61.093884,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,1163.0
真实市场价格,rq1_m03_s0,最高法院裁定支持特朗普关税,21.189873417721518,0.3924050632911392,0.2608108262420856,0.0,,2026-02-14 03:48:25+00:00,522.424385,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,1200.0
