series,config,market_title,cum_trades,trade_progress,yes_price,truth,tick,ts,volume,slug
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,0.0,0.0,0.565,1.0,0.0,,,
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,3.0,0.05172413793103448,0.565,1.0,0.0,,,
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,5.0,0.08620689655172414,0.5449999999999999,1.0,1.0,,,
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,8.0,0.13793103448275862,0.58,1.0,2.0,,,
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,8.0,0.13793103448275862,0.58,1.0,3.0,,,
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,11.0,0.1896551724137931,0.575,1.0,4.0,,,
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,11.0,0.1896551724137931,0.595,1.0,5.0,,,
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,11.0,0.1896551724137931,0.5900000000000001,1.0,6.0,,,
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,12.0,0.20689655172413793,0.6,1.0,7.0,,,
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,19.0,0.3275862068965517,0.595,1.0,8.0,,,
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,22.0,0.3793103448275862,0.6,1.0,9.0,,,
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,26.0,0.4482758620689655,0.605,1.0,10.0,,,
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,28.0,0.4827586206896552,0.605,1.0,11.0,,,
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,30.0,0.5172413793103449,0.605,1.0,12.0,,,
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,34.0,0.5862068965517241,0.605,1.0,13.0,,,
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,38.0,0.6551724137931034,0.605,1.0,14.0,,,
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,41.0,0.7068965517241379,0.605,1.0,15.0,,,
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,42.0,0.7241379310344828,0.605,1.0,16.0,,,
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,46.0,0.7931034482758621,0.605,1.0,17.0,,,
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,49.0,0.8448275862068966,0.56,1.0,18.0,,,
模拟市场价格,rq1_m06_s0,2025年底比特币高于10万美元,58.0,1.0,0.52,1.0,19.0,,,
真实市场价格,rq1_m06_s0,2025年底比特币高于10万美元,0.0,0.0,0.5249680113181069,1.0,,2025-10-24 12:28:27+00:00,3435.971357,btc-above-100k-till-2025-end
真实市场价格,rq1_m06_s0,2025年底比特币高于10万美元,0.7341772151898734,0.012658227848101266,0.530288813779296,1.0,,2025-10-25 00:39:54+00:00,5635.857094999999,btc-above-100k-till-2025-end
真实市场价格,rq1_m06_s0,2025年底比特币高于10万美元,1.4683544303797469,0.02531645569620253,0.5051183893701114,1.0,,2025-10-25 20:07:17+00:00,8546.651001,btc-above-100k-till-2025-end
真实市场价格,rq1_m06_s0,2025年底比特币高于10万美元,2.2025316455696204,0.0379746835443038,0.5021614825862307,1.0,,2025-10-26 11:45:31+00:00,5988.803632,btc-above-100k-till-2025-end
真实市场价格,rq1_m06_s0,2025年底比特币高于10万美元,2.9367088607594938,0.05063291139240506,0.42239637436010086,1.0,,2025-10-26 15:45:47+00:00,3315.769958,btc-above-100k-till-2025-end
真实市场价格,rq1_m06_s0,2025年底比特币高于10万美元,3.670886075949367,0.06329113924050633,0.43284557954073166,1.0,,2025-10-27 00:30:39+00:00,2395.8352879999998,btc-above-100k-till-2025-end
真实市场价格,rq1_m06_s0,2025年底比特币高于10万美元,4.405063291139241,0.0759493670886076,0.38529458604839045,1.0,,2025-10-27 11:54:13+00:00,5357.426094,btc-above-100k-till-2025-end
真实市场价格,rq1_m06_s0,2025年底比特币高于10万美元,5.139240506329114,0.08860759493670886,0.3771806195011353,1.0,,2025-10-27 19:19:21+00:00,4220.5074859999995,btc-above-100k-till-2025-end
真实市场价格,rq1_m06_s0,2025年底比特币高于10万美元,5.8734177215189876,0.10126582278481013,0.40627116075934144,1.0,,2025-10-28 08:01:15+00:00,1485.058805,btc-above-100k-till-2025-end
真实市场价格,rq1_m06_s0,2025年底比特币高于10万美元,6.6075949367088604,0.11392405063291139,0.39330679762013665,1.0,,2025-10-28 15:47:57+00:00,3350.4991170000003,btc-above-100k-till-2025-end
真实市场价格,rq1_m06_s0,2025年底比特币高于10万美元,7.341772151898734,0.12658227848101267,0.4273017313312658,1.0,,2025-10-29 02:00:25+00:00,7537.059829,btc-above-100k-till-2025-end
真实市场价格,rq1_m06_s0,2025年底比特币高于10万美元,8.075949367088608,0.13924050632911392,0.42588674719086367,1.0,,2025-10-29 14:25:09+00:00,9285.059127999999,btc-above-100k-till-2025-end
真实市场价格,rq1_m06_s0,2025年底比特币高于10万美元,8.810126582278482,0.1518987341772152,0.46145196961617146,1.0,,2025-10-29 19:35:47+00:00,9668.953842,btc-above-100k-till-2025-end
真实市场价格,rq1_m06_s0,2025年底比特币高于10万美元,9.544303797468354,0.16455696202531644,0.48422977597914296,1.0,,2025-10-30 02:14:09+00:00,3666.540796,btc-above-100k-till-2025-end
真实市场价格,rq1_m06_s0,2025年底比特币高于10万美元,10.278481012658228,0.17721518987341772,0.5447190365524994,1.0,,2025-10-30 05:43:13+00:00,6654.430393000001,btc-above-100k-till-2025-end
